,jaar,maand,brandstof_omschrijving,aantal,cum aantal
689,1975,feb,LPG,18,2213
690,1975,mrt,Benzine,501,44836
691,1975,mrt,Diesel,30,1180
692,1975,mrt,LPG,10,2223
693,1975,apr,Benzine,573,45409
694,1975,apr,Diesel,17,1197
695,1975,apr,LPG,28,2251
696,1975,mei,Benzine,576,45985
697,1975,mei,Diesel,20,1217
698,1975,mei,LPG,21,2272
699,1975,jun,Benzine,522,46507
700,1975,jun,Diesel,29,1246
701,1975,jun,LPG,32,2304
702,1975,jul,Benzine,463,46970
703,1975,jul,Diesel,25,1271
704,1975,jul,LPG,20,2324
705,1975,aug,Benzine,366,47336
706,1975,aug,Diesel,20,1291
707,1975,aug,Elektriciteit,1,15
708,1975,aug,LPG,13,2337
709,1975,sep,Benzine,358,47694
710,1975,sep,Diesel,24,1315
711,1975,sep,LPG,15,2352
712,1975,okt,Benzine,401,48095
713,1975,okt,Diesel,30,1345
714,1975,okt,LPG,24,2376
715,1975,nov,Benzine,322,48417
716,1975,nov,Diesel,28,1373
717,1975,nov,LPG,19,2395
718,1975,dec,Benzine,208,48625
719,1975,dec,Diesel,19,1392
720,1975,dec,LPG,12,2407
721,1976,jan,Benzine,511,49136
722,1976,jan,Diesel,44,1436
723,1976,jan,LPG,20,2427
724,1976,feb,Benzine,362,49498
725,1976,feb,Diesel,17,1453
726,1976,feb,LPG,19,2446
727,1976,mrt,Benzine,401,49899
728,1976,mrt,Diesel,32,1485
729,1976,mrt,LPG,11,2457
730,1976,apr,Benzine,491,50390
731,1976,apr,Diesel,23,1508
732,1976,apr,LPG,16,2473
733,1976,mei,Benzine,394,50784
734,1976,mei,Diesel,23,1531
735,1976,mei,LPG,21,2494
736,1976,jun,Benzine,487,51271
737,1976,jun,Diesel,27,1558
738,1976,jun,LPG,26,2520
739,1976,jul,Benzine,364,51635
740,1976,jul,Diesel,16,1574
741,1976,jul,LPG,17,2537
742,1976,aug,Benzine,282,51917
743,1976,aug,Diesel,24,1598
744,1976,aug,LPG,15,2552
745,1976,sep,Benzine,415,52332
746,1976,sep,Diesel,32,1630
747,1976,sep,LPG,16,2568
748,1976,okt,Benzine,299,52631
749,1976,okt,Diesel,27,1657
750,1976,okt,Elektriciteit,1,16
751,1976,okt,LPG,16,2584
752,1976,nov,Benzine,275,52906
753,1976,nov,Diesel,31,1688
754,1976,nov,LPG,15,2599
755,1976,dec,Benzine,172,53078
756,1976,dec,Diesel,13,1701
757,1976,dec,LPG,13,2612
758,1977,jan,Benzine,445,53523
759,1977,jan,Diesel,48,1749
760,1977,jan,LPG,25,2637
761,1977,feb,Benzine,351,53874
762,1977,feb,Diesel,25,1774
763,1977,feb,LPG,21,2658
764,1977,mrt,Benzine,518,54392
765,1977,mrt,Diesel,37,1811
766,1977,mrt,LPG,24,2682
767,1977,apr,Benzine,569,54961
768,1977,apr,Diesel,45,1856
769,1977,apr,LPG,25,2707
770,1977,mei,Benzine,543,55504
771,1977,mei,Diesel,38,1894
772,1977,mei,LPG,26,2733
773,1977,jun,Benzine,647,56151
774,1977,jun,Diesel,40,1934
775,1977,jun,LPG,26,2759
776,1977,jul,Benzine,463,56614
777,1977,jul,Diesel,16,1950
778,1977,jul,LPG,23,2782
779,1977,aug,Benzine,487,57101
780,1977,aug,Diesel,23,1973
781,1977,aug,LPG,30,2812
782,1977,sep,Benzine,484,57585
783,1977,sep,Diesel,35,2008
784,1977,sep,LPG,15,2827
785,1977,okt,Benzine,431,58016
786,1977,okt,Diesel,34,2042
787,1977,okt,LPG,19,2846
788,1977,nov,Benzine,376,58392
789,1977,nov,Diesel,49,2091
790,1977,nov,LPG,22,2868
791,1977,dec,Benzine,219,58611
792,1977,dec,Diesel,17,2108
793,1977,dec,LPG,16,2884
794,1978,jan,Benzine,680,59291
795,1978,jan,Diesel,48,2156
796,1978,jan,Elektriciteit,1,17
797,1978,jan,LPG,35,2919
798,1978,feb,Benzine,476,59767
799,1978,feb,Diesel,29,2185
800,1978,feb,LPG,26,2945
801,1978,mrt,Benzine,687,60454
802,1978,mrt,Diesel,35,2220
803,1978,mrt,LPG,32,2977
804,1978,apr,Benzine,616,61070
805,1978,apr,Diesel,39,2259
806,1978,apr,LPG,37,3014
807,1978,mei,Benzine,629,61699
808,1978,mei,Diesel,44,2303
809,1978,mei,LPG,30,3044
810,1978,jun,Benzine,785,62484
811,1978,jun,Diesel,44,2347
812,1978,jun,LPG,40,3084
813,1978,jul,Benzine,578,63062
814,1978,jul,Diesel,42,2389
815,1978,jul,LPG,30,3114
816,1978,aug,Benzine,532,63594
817,1978,aug,Diesel,32,2421
818,1978,aug,Elektriciteit,1,18
819,1978,aug,LPG,18,3132
820,1978,sep,Benzine,457,64051
821,1978,sep,Diesel,35,2456
822,1978,sep,LPG,24,3156
823,1978,okt,Benzine,467,64518
824,1978,okt,Diesel,49,2505
825,1978,okt,LPG,24,3180
826,1978,nov,Benzine,391,64909
827,1978,nov,Diesel,43,2548
828,1978,nov,LPG,29,3209
829,1978,dec,Benzine,215,65124
830,1978,dec,Diesel,23,2571
831,1978,dec,LPG,18,3227
832,1979,jan,Benzine,632,65756
833,1979,jan,Diesel,51,2622
834,1979,jan,LPG,40,3267
835,1979,feb,Benzine,447,66203
836,1979,feb,Diesel,38,2660
837,1979,feb,LPG,30,3297
838,1979,mrt,Benzine,804,67007
839,1979,mrt,Diesel,60,2720
840,1979,mrt,LPG,35,3332
841,1979,apr,Benzine,768,67775
842,1979,apr,Diesel,50,2770
843,1979,apr,LPG,41,3373
844,1979,mei,Benzine,809,68584
845,1979,mei,Diesel,52,2822
846,1979,mei,LPG,38,3411
847,1979,jun,Benzine,647,69231
848,1979,jun,Diesel,51,2873
849,1979,jun,LPG,37,3448
850,1979,jul,Benzine,557,69788
851,1979,jul,Diesel,53,2926
852,1979,jul,LPG,32,3480
853,1979,aug,Benzine,480,70268
854,1979,aug,Diesel,46,2972
855,1979,aug,LPG,17,3497
856,1979,sep,Benzine,425,70693
857,1979,sep,Diesel,35,3007
858,1979,sep,LPG,14,3511
859,1979,okt,Benzine,445,71138
860,1979,okt,Diesel,41,3048
861,1979,okt,LPG,27,3538
862,1979,nov,Benzine,420,71558
863,1979,nov,Diesel,44,3092
864,1979,nov,LPG,24,3562
865,1979,dec,Benzine,215,71773
866,1979,dec,Diesel,22,3114
867,1979,dec,LPG,14,3576
868,1980,jan,Benzine,786,72559
869,1980,jan,Diesel,75,3189
870,1980,jan,LPG,41,3617
871,1980,feb,Benzine,402,72961
872,1980,feb,Diesel,38,3227
873,1980,feb,LPG,20,3637
874,1980,mrt,Benzine,416,73377
875,1980,mrt,Diesel,36,3263
876,1980,mrt,LPG,21,3658
877,1980,apr,Benzine,406,73783
878,1980,apr,Diesel,30,3293
879,1980,apr,LPG,12,3670
880,1980,mei,Benzine,464,74247
881,1980,mei,Diesel,40,3333
882,1980,mei,LPG,24,3694
883,1980,jun,Benzine,474,74721
884,1980,jun,Diesel,36,3369
885,1980,jun,LPG,23,3717
886,1980,jul,Benzine,413,75134
887,1980,jul,Diesel,35,3404
888,1980,jul,LPG,13,3730
889,1980,aug,Benzine,346,75480
890,1980,aug,Diesel,29,3433
891,1980,aug,LPG,10,3740
892,1980,sep,Benzine,334,75814
893,1980,sep,Diesel,38,3471
894,1980,sep,LPG,18,3758
895,1980,okt,Benzine,353,76167
896,1980,okt,Diesel,35,3506
897,1980,okt,LPG,22,3780
898,1980,nov,Benzine,242,76409
899,1980,nov,Diesel,35,3541
900,1980,nov,LPG,10,3790
901,1980,dec,Benzine,137,76546
902,1980,dec,Diesel,19,3560
903,1980,dec,LPG,14,3804
904,1981,jan,Benzine,523,77069
905,1981,jan,Diesel,55,3615
906,1981,jan,LPG,20,3824
907,1981,feb,Benzine,393,77462
908,1981,feb,Diesel,36,3651
909,1981,feb,LPG,13,3837
910,1981,mrt,Benzine,482,77944
911,1981,mrt,Diesel,51,3702
912,1981,mrt,LPG,18,3855
913,1981,apr,Benzine,491,78435
914,1981,apr,Diesel,41,3743
915,1981,apr,LPG,21,3876
916,1981,mei,Benzine,512,78947
917,1981,mei,Diesel,38,3781
918,1981,mei,LPG,17,3893
919,1981,jun,Benzine,550,79497
920,1981,jun,Diesel,56,3837
921,1981,jun,Elektriciteit,1,19
922,1981,jun,LPG,15,3908
923,1981,jul,Benzine,503,80000
924,1981,jul,Diesel,39,3876
925,1981,jul,LPG,19,3927
926,1981,aug,Benzine,361,80361
927,1981,aug,Diesel,32,3908
928,1981,aug,LPG,12,3939
929,1981,sep,Benzine,311,80672
930,1981,sep,Diesel,28,3936
931,1981,sep,LPG,12,3951
932,1981,okt,Benzine,356,81028
933,1981,okt,Diesel,44,3980
934,1981,okt,Elektriciteit,1,20
935,1981,okt,LPG,9,3960
936,1981,nov,Benzine,252,81280
937,1981,nov,Diesel,50,4030
938,1981,nov,LPG,4,3964
939,1981,dec,Benzine,126,81406
940,1981,dec,Diesel,15,4045
941,1981,dec,LPG,7,3971
942,1982,jan,Benzine,556,81962
943,1982,jan,Diesel,62,4107
944,1982,jan,LPG,12,3983
945,1982,feb,Benzine,400,82362
946,1982,feb,Diesel,51,4158
947,1982,feb,Elektriciteit,2,22
948,1982,feb,LPG,15,3998
949,1982,mrt,Benzine,769,83131
950,1982,mrt,Diesel,59,4217
951,1982,mrt,LPG,10,4008
952,1982,apr,Benzine,706,83837
953,1982,apr,Diesel,56,4273
954,1982,apr,LPG,16,4024
955,1982,mei,Benzine,613,84450
956,1982,mei,Diesel,42,4315
957,1982,mei,LPG,6,4030
958,1982,jun,Benzine,627,85077
959,1982,jun,Diesel,54,4369
960,1982,jun,LPG,7,4037
961,1982,jul,Benzine,552,85629
962,1982,jul,Diesel,53,4422
963,1982,jul,LPG,8,4045
964,1982,aug,Benzine,444,86073
965,1982,aug,Diesel,44,4466
966,1982,aug,LPG,9,4054
967,1982,sep,Benzine,494,86567
968,1982,sep,Diesel,71,4537
969,1982,sep,LPG,13,4067
970,1982,okt,Benzine,543,87110
971,1982,okt,Diesel,48,4585
972,1982,okt,LPG,2,4069
973,1982,nov,Benzine,487,87597
974,1982,nov,Diesel,46,4631
975,1982,nov,LPG,6,4075
976,1982,dec,Benzine,211,87808
977,1982,dec,Diesel,18,4649
978,1982,dec,LPG,9,4084
979,1983,jan,Benzine,938,88746
980,1983,jan,Diesel,100,4749
981,1983,jan,Elektriciteit,1,23
982,1983,jan,LPG,9,4093
983,1983,feb,Benzine,581,89327
984,1983,feb,Diesel,49,4798
985,1983,feb,LPG,8,4101
986,1983,mrt,Benzine,933,90260
987,1983,mrt,Diesel,71,4869
988,1983,mrt,LPG,7,4108
989,1983,apr,Benzine,833,91093
990,1983,apr,Diesel,79,4948
991,1983,apr,Elektriciteit,1,24
992,1983,apr,LPG,11,4119
993,1983,mei,Benzine,744,91837
994,1983,mei,Diesel,72,5020
995,1983,mei,LPG,12,4131
996,1983,mei,Waterstof,1,1
997,1983,jun,Benzine,924,92761
998,1983,jun,Diesel,71,5091
999,1983,jun,LPG,13,4144
1000,1983,jul,Benzine,697,93458
1001,1983,jul,Diesel,71,5162
1002,1983,jul,LPG,12,4156
1003,1983,aug,Benzine,643,94101
1004,1983,aug,Diesel,60,5222
1005,1983,aug,LPG,12,4168
1006,1983,sep,Benzine,665,94766
1007,1983,sep,Diesel,64,5286
1008,1983,sep,LPG,7,4175
1009,1983,okt,Benzine,750,95516
1010,1983,okt,Diesel,79,5365
1011,1983,okt,LPG,8,4183
1012,1983,nov,Benzine,489,96005
1013,1983,nov,Diesel,50,5415
1014,1983,nov,LPG,6,4189
1015,1983,dec,Benzine,234,96239
1016,1983,dec,Diesel,22,5437
1017,1983,dec,LPG,7,4196
1018,1984,jan,Benzine,1131,97370
1019,1984,jan,Diesel,96,5533
1020,1984,jan,LPG,16,4212
1021,1984,feb,Benzine,589,97959
1022,1984,feb,Diesel,76,5609
1023,1984,feb,LPG,15,4227
1024,1984,mrt,Benzine,761,98720
1025,1984,mrt,CNG,1,1
1026,1984,mrt,Diesel,66,5675
1027,1984,mrt,LPG,14,4241
1028,1984,apr,Benzine,732,99452
1029,1984,apr,Diesel,77,5752
1030,1984,apr,Elektriciteit,2,26
1031,1984,apr,LPG,17,4258
1032,1984,mei,Benzine,809,100261
1033,1984,mei,Diesel,96,5848
1034,1984,mei,LPG,15,4273
1035,1984,jun,Benzine,644,100905
1036,1984,jun,Diesel,72,5920
1037,1984,jun,LPG,8,4281
1038,1984,jul,Benzine,519,101424
1039,1984,jul,Diesel,54,5974
1040,1984,jul,LPG,5,4286
1041,1984,aug,Benzine,521,101945
1042,1984,aug,Diesel,62,6036
1043,1984,aug,LPG,10,4296
1044,1984,sep,Benzine,540,102485
1045,1984,sep,Diesel,67,6103
1046,1984,sep,LPG,10,4306
1047,1984,okt,Benzine,565,103050
1048,1984,okt,Diesel,77,6180
1049,1984,okt,Elektriciteit,1,27
1050,1984,okt,LPG,9,4315
1051,1984,nov,Benzine,423,103473
1052,1984,nov,Diesel,76,6256
1053,1984,nov,LPG,6,4321
1054,1984,dec,Benzine,171,103644
1055,1984,dec,Diesel,21,6277
1056,1984,dec,LPG,6,4327
1057,1985,jan,Benzine,775,104419
1058,1985,jan,Diesel,124,6401
1059,1985,jan,LPG,13,4340
1060,1985,feb,Benzine,534,104953
1061,1985,feb,Diesel,71,6472
1062,1985,feb,LPG,5,4345
1063,1985,mrt,Benzine,888,105841
1064,1985,mrt,Diesel,78,6550
1065,1985,mrt,LPG,10,4355
1066,1985,apr,Benzine,832,106673
1067,1985,apr,Diesel,84,6634
1068,1985,apr,LPG,6,4361
1069,1985,mei,Benzine,821,107494
1070,1985,mei,Diesel,93,6727
1071,1985,mei,LPG,14,4375
1072,1985,jun,Benzine,730,108224
1073,1985,jun,Diesel,81,6808
1074,1985,jun,Elektriciteit,1,28
1075,1985,jun,LPG,14,4389
1076,1985,jul,Benzine,739,108963
1077,1985,jul,Diesel,92,6900
1078,1985,jul,LPG,15,4404
1079,1985,aug,Benzine,557,109520
1080,1985,aug,Diesel,80,6980
1081,1985,aug,LPG,5,4409
1082,1985,sep,Benzine,505,110025
1083,1985,sep,Diesel,65,7045
1084,1985,sep,LPG,4,4413
1085,1985,okt,Benzine,629,110654
1086,1985,okt,Diesel,60,7105
1087,1985,okt,LPG,4,4417
1088,1985,nov,Benzine,514,111168
1089,1985,nov,Diesel,67,7172
1090,1985,nov,LPG,7,4424
1091,1985,dec,Benzine,239,111407
1092,1985,dec,Diesel,27,7199
1093,1985,dec,LPG,4,4428
1094,1986,jan,Benzine,1115,112522
1095,1986,jan,Diesel,138,7337
1096,1986,jan,LPG,17,4445
1097,1986,feb,Benzine,643,113165
1098,1986,feb,Diesel,86,7423
1099,1986,feb,LPG,8,4453
1100,1986,mrt,Benzine,968,114133
1101,1986,mrt,Diesel,99,7522
1102,1986,mrt,LPG,6,4459
1103,1986,apr,Benzine,1065,115198
1104,1986,apr,Diesel,102,7624
1105,1986,apr,LPG,7,4466
1106,1986,mei,Benzine,897,116095
1107,1986,mei,Diesel,93,7717
1108,1986,mei,LPG,12,4478
1109,1986,jun,Benzine,986,117081
1110,1986,jun,Diesel,119,7836
1111,1986,jun,Elektriciteit,1,29
1112,1986,jun,LPG,13,4491
1113,1986,jul,Benzine,821,117902
1114,1986,jul,Diesel,95,7931
1115,1986,jul,LPG,13,4504
1116,1986,aug,Benzine,739,118641
1117,1986,aug,Diesel,69,8000
1118,1986,aug,LPG,11,4515
1119,1986,sep,Benzine,1006,119647
1120,1986,sep,Diesel,87,8087
1121,1986,sep,LPG,10,4525
1122,1986,okt,Benzine,789,120436
1123,1986,okt,Diesel,99,8186
1124,1986,okt,LPG,9,4534
1125,1986,nov,Benzine,564,121000
1126,1986,nov,Diesel,60,8246
1127,1986,nov,LPG,15,4549
1128,1986,dec,Benzine,268,121268
1129,1986,dec,Diesel,33,8279
1130,1986,dec,LPG,15,4564
1131,1987,jan,Benzine,1239,122507
1132,1987,jan,Diesel,130,8409
1133,1987,jan,LPG,6,4570
1134,1987,feb,Benzine,625,123132
1135,1987,feb,Diesel,56,8465
1136,1987,feb,LPG,11,4581
1137,1987,mrt,Benzine,852,123984
1138,1987,mrt,Diesel,98,8563
1139,1987,mrt,LPG,10,4591
1140,1987,apr,Benzine,869,124853
1141,1987,apr,Diesel,105,8668
1142,1987,apr,LPG,8,4599
1143,1987,mei,Benzine,841,125694
1144,1987,mei,Diesel,99,8767
1145,1987,mei,LPG,13,4612
1146,1987,jun,Benzine,855,126549
1147,1987,jun,Diesel,103,8870
1148,1987,jun,LPG,7,4619
1149,1987,jul,Benzine,848,127397
1150,1987,jul,Diesel,75,8945
1151,1987,jul,LPG,7,4626
1152,1987,aug,Benzine,586,127983
1153,1987,aug,Diesel,73,9018
1154,1987,aug,LPG,9,4635
1155,1987,sep,Benzine,744,128727
1156,1987,sep,Diesel,86,9104
1157,1987,sep,LPG,12,4647
1158,1987,okt,Benzine,915,129642
1159,1987,okt,Diesel,57,9161
1160,1987,okt,Elektriciteit,1,30
1161,1987,okt,LPG,13,4660
1162,1987,nov,Benzine,533,130175
1163,1987,nov,Diesel,60,9221
1164,1987,nov,LPG,3,4663
1165,1987,dec,Benzine,339,130514
1166,1987,dec,Diesel,41,9262
1167,1987,dec,LPG,9,4672
1168,1988,jan,Benzine,1163,131677
1169,1988,jan,Diesel,141,9403
1170,1988,jan,LPG,7,4679
1171,1988,feb,Benzine,510,132187
1172,1988,feb,Diesel,59,9462
1173,1988,feb,LPG,5,4684
1174,1988,mrt,Benzine,769,132956
1175,1988,mrt,Diesel,103,9565
1176,1988,mrt,LPG,16,4700
1177,1988,apr,Benzine,739,133695
1178,1988,apr,Diesel,85,9650
1179,1988,apr,LPG,13,4713
1180,1988,mei,Benzine,730,134425
1181,1988,mei,Diesel,66,9716
1182,1988,mei,LPG,9,4722
1183,1988,jun,Benzine,795,135220
1184,1988,jun,CNG,1,2
1185,1988,jun,Diesel,117,9833
1186,1988,jun,LPG,15,4737
1187,1988,jul,Benzine,644,135864
1188,1988,jul,Diesel,82,9915
1189,1988,jul,LPG,14,4751
1190,1988,aug,Benzine,515,136379
1191,1988,aug,Diesel,46,9961
1192,1988,aug,LPG,18,4769
1193,1988,sep,Benzine,574,136953
1194,1988,sep,Diesel,54,10015
1195,1988,sep,LPG,15,4784
1196,1988,okt,Benzine,524,137477
1197,1988,okt,Diesel,57,10072
1198,1988,okt,LPG,12,4796
1199,1988,nov,Benzine,456,137933
1200,1988,nov,Diesel,43,10115
1201,1988,nov,LPG,4,4800
1202,1988,dec,Benzine,267,138200
1203,1988,dec,Diesel,16,10131
1204,1988,dec,LPG,16,4816
1205,1989,jan,Benzine,1017,139217
1206,1989,jan,Diesel,124,10255
1207,1989,jan,LPG,15,4831
1208,1989,feb,Benzine,616,139833
1209,1989,feb,Diesel,65,10320
1210,1989,feb,LPG,12,4843
1211,1989,mrt,Benzine,746,140579
1212,1989,mrt,Diesel,102,10422
1213,1989,mrt,LPG,9,4852
1214,1989,apr,Benzine,776,141355
1215,1989,apr,Diesel,116,10538
1216,1989,apr,LPG,22,4874
1217,1989,mei,Benzine,749,142104
1218,1989,mei,Diesel,101,10639
1219,1989,mei,LPG,14,4888
1220,1989,jun,Benzine,897,143001
1221,1989,jun,Diesel,107,10746
1222,1989,jun,LPG,18,4906
1223,1989,jul,Benzine,725,143726
1224,1989,jul,Diesel,89,10835
1225,1989,jul,LPG,15,4921
1226,1989,aug,Benzine,640,144366
1227,1989,aug,Diesel,74,10909
1228,1989,aug,LPG,11,4932
1229,1989,sep,Benzine,575,144941
1230,1989,sep,Diesel,53,10962
1231,1989,sep,LPG,10,4942
1232,1989,okt,Benzine,686,145627
1233,1989,okt,Diesel,77,11039
1234,1989,okt,LPG,6,4948
1235,1989,nov,Benzine,504,146131
1236,1989,nov,Diesel,37,11076
1237,1989,nov,LPG,10,4958
1238,1989,dec,Benzine,245,146376
1239,1989,dec,Diesel,24,11100
1240,1989,dec,LPG,6,4964
1241,1990,jan,Benzine,1209,147585
1242,1990,jan,Diesel,111,11211
1243,1990,jan,LPG,11,4975
1244,1990,feb,Benzine,603,148188
1245,1990,feb,Diesel,76,11287
1246,1990,feb,LPG,6,4981
1247,1990,mrt,Benzine,1058,149246
1248,1990,mrt,Diesel,100,11387
1249,1990,mrt,LPG,12,4993
1250,1990,apr,Benzine,992,150238
1251,1990,apr,Diesel,105,11492
1252,1990,apr,Elektriciteit,1,31
1253,1990,apr,LPG,13,5006
1254,1990,mei,Benzine,1008,151246
1255,1990,mei,Diesel,119,11611
1256,1990,mei,LPG,15,5021
1257,1990,jun,Benzine,1097,152343
1258,1990,jun,Diesel,111,11722
1259,1990,jun,LPG,17,5038
1260,1990,jul,Benzine,952,153295
1261,1990,jul,Diesel,96,11818
1262,1990,jul,LPG,16,5054
1263,1990,aug,Benzine,912,154207
1264,1990,aug,Diesel,65,11883
1265,1990,aug,Elektriciteit,1,32
1266,1990,aug,LPG,14,5068
1267,1990,sep,Benzine,738,154945
1268,1990,sep,Diesel,59,11942
1269,1990,sep,LPG,11,5079
1270,1990,okt,Benzine,817,155762
1271,1990,okt,Diesel,65,12007
1272,1990,okt,LPG,14,5093
1273,1990,nov,Benzine,665,156427
1274,1990,nov,Diesel,61,12068
1275,1990,nov,LPG,7,5100
1276,1990,dec,Benzine,301,156728
1277,1990,dec,Diesel,24,12092
1278,1990,dec,LPG,14,5114
1279,1991,jan,Benzine,1503,158231
1280,1991,jan,Diesel,121,12213
1281,1991,jan,Elektriciteit,1,33
1282,1991,jan,LPG,12,5126
1283,1991,feb,Benzine,791,159022
1284,1991,feb,Diesel,74,12287
1285,1991,feb,LPG,6,5132
1286,1991,mrt,Benzine,1201,160223
1287,1991,mrt,Diesel,124,12411
1288,1991,mrt,Elektriciteit,1,34
1289,1991,mrt,LPG,16,5148
1290,1991,apr,Benzine,1188,161411
1291,1991,apr,Diesel,106,12517
1292,1991,apr,LPG,17,5165
1293,1991,mei,Benzine,1329,162740
1294,1991,mei,Diesel,124,12641
1295,1991,mei,LPG,23,5188
1296,1991,jun,Benzine,1230,163970
1297,1991,jun,Diesel,115,12756
1298,1991,jun,LPG,30,5218
1299,1991,jul,Benzine,1202,165172
1300,1991,jul,Diesel,103,12859
1301,1991,jul,LPG,23,5241
1302,1991,aug,Benzine,941,166113
1303,1991,aug,Diesel,55,12914
1304,1991,aug,LPG,22,5263
1305,1991,sep,Benzine,884,166997
1306,1991,sep,Diesel,34,12948
1307,1991,sep,LPG,19,5282
1308,1991,okt,Benzine,962,167959
1309,1991,okt,Diesel,55,13003
1310,1991,okt,Elektriciteit,2,36
1311,1991,okt,LPG,7,5289
1312,1991,nov,Benzine,760,168719
1313,1991,nov,Diesel,40,13043
1314,1991,nov,LPG,12,5301
1315,1991,dec,Benzine,359,169078
1316,1991,dec,Diesel,18,13061
1317,1991,dec,LPG,13,5314
1318,1992,jan,Benzine,1884,170962
1319,1992,jan,Diesel,113,13174
1320,1992,jan,LPG,14,5328
1321,1992,feb,Benzine,931,171893
1322,1992,feb,Diesel,76,13250
1323,1992,feb,LPG,8,5336
1324,1992,mrt,Benzine,1149,173042
1325,1992,mrt,Diesel,143,13393
1326,1992,mrt,Elektriciteit,1,37
1327,1992,mrt,LPG,12,5348
1328,1992,apr,Benzine,1339,174381
1329,1992,apr,Diesel,153,13546
